feature,mean_abs_shap
cat__Flow ID_192.168.10.15-205.174.165.73-58249-8080-6,0.0
cat__Flow ID_192.168.10.15-205.174.165.73-58049-8080-6,0.0
cat__Flow ID_192.168.10.15-205.234.175.175-58445-443-6,0.0
cat__Flow ID_192.168.10.15-205.174.165.73-58042-8080-6,0.0
cat__Flow ID_192.168.10.15-205.174.165.73-58041-8080-6,0.0
cat__Flow ID_192.168.10.15-205.174.165.73-58020-8080-6,0.0
cat__Flow ID_192.168.10.15-205.174.165.73-58019-8080-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.116-58536-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.116-58532-443-6,0.0
cat__Flow ID_192.168.10.15-205.174.165.73-58557-8080-6,0.0
cat__Flow ID_192.168.10.15-205.234.175.175-58583-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.116-58510-443-6,0.0
cat__Flow ID_192.168.10.15-23.10.108.151-58786-443-6,0.0
cat__Flow ID_192.168.10.15-23.194.100.14-58148-443-6,0.0
cat__Flow ID_192.168.10.15-23.194.100.14-58147-443-6,0.0
cat__Flow ID_192.168.10.15-23.15.4.8-59093-443-6,0.0
cat__Flow ID_192.168.10.15-23.15.4.16-58158-80-6,0.0
cat__Flow ID_192.168.10.15-23.111.9.32-59059-443-6,0.0
cat__Flow ID_192.168.10.15-23.111.9.32-58587-443-6,0.0
cat__Flow ID_192.168.10.15-216.58.219.225-58589-443-6,0.0
cat__Flow ID_192.168.10.15-206.126.112.152-58657-443-6,0.0
cat__Flow ID_192.168.10.15-216.58.212.131-58926-443-6,0.0
cat__Flow ID_192.168.10.15-209.85.232.108-58021-465-6,0.0
cat__Flow ID_192.168.10.15-209.85.201.157-58502-443-6,0.0
cat__Flow ID_192.168.10.15-209.15.224.6-58981-443-6,0.0
cat__Flow ID_192.168.10.15-206.126.112.152-58661-443-6,0.0
cat__Flow ID_192.168.10.15-206.126.112.152-58660-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.116-58531-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.116-58508-443-6,0.0
cat__Flow ID_192.168.10.15-23.208.147.112-58195-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.75-58571-443-6,0.0
cat__Flow ID_192.168.10.15-199.166.0.200-58895-443-6,0.0
cat__Flow ID_192.168.10.15-199.166.0.200-58868-443-6,0.0
cat__Flow ID_192.168.10.15-198.54.12.127-58762-443-6,0.0
cat__Flow ID_192.168.10.15-198.51.152.179-58326-80-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.75-59080-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.75-59079-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.75-58570-443-6,0.0
cat__Flow ID_192.168.10.15-199.59.150.10-58312-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.75-58427-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.75-58411-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.75-58410-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-59077-80-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-59046-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-59045-443-6,0.0
cat__Flow ID_192.168.10.15-199.59.148.12-58494-443-6,0.0
cat__Flow ID_192.168.10.15-199.59.150.10-58537-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.112-58623-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.110-59088-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.112-58621-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.112-58619-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.112-58559-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.112-58171-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.112-58165-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.112-58164-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.110-59086-443-6,0.0
cat__Flow ID_192.168.10.15-199.59.150.10-58541-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.110-59085-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.111.110-59042-443-6,0.0
cat__Flow ID_192.168.10.15-204.154.110.79-58492-443-6,0.0
cat__Flow ID_192.168.10.15-204.13.197.71-58110-443-6,0.0
cat__Flow ID_192.168.10.15-204.13.197.71-58109-443-6,0.0
cat__Flow ID_192.168.10.15-199.59.150.44-58307-80-6,0.0
cat__Flow ID_192.168.10.15-23.194.100.14-58162-443-6,0.0
cat__Flow ID_192.168.10.15-23.208.147.112-58197-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-59038-443-6,0.0
cat__Flow ID_192.168.10.15-23.61.187.27-58045-80-6,0.0
cat__Flow ID_192.168.10.15-31.13.80.2-58538-443-6,0.0
cat__Flow ID_192.168.10.15-31.13.80.12-59056-443-6,0.0
cat__Flow ID_192.168.10.15-31.13.80.12-59024-443-6,0.0
cat__Flow ID_192.168.10.15-23.76.195.16-58765-443-6,0.0
cat__Flow ID_192.168.10.15-23.76.195.16-58703-443-6,0.0
cat__Flow ID_192.168.10.15-23.61.187.27-58553-80-6,0.0
cat__Flow ID_192.168.10.15-23.60.139.27-58436-80-6,0.0
cat__Flow ID_192.168.10.15-34.196.190.130-58194-443-6,0.0
cat__Flow ID_192.168.10.15-23.60.139.27-58435-80-6,0.0
cat__Flow ID_192.168.10.15-23.60.139.27-58431-80-6,0.0
cat__Flow ID_192.168.10.15-23.60.139.27-58430-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58783-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58747-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58744-80-6,0.0
cat__Flow ID_192.168.10.15-31.13.80.2-58539-443-6,0.0
cat__Flow ID_192.168.10.15-34.198.59.40-59005-443-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58712-80-6,0.0
cat__Flow ID_192.168.10.15-35.190.130.78-58346-443-6,0.0
cat__Flow ID_192.168.10.15-50.31.164.173-58176-443-6,0.0
cat__Flow ID_192.168.10.15-5.153.68.73-59013-443-6,0.0
cat__Flow ID_192.168.10.15-37.140.238.33-59054-443-6,0.0
cat__Flow ID_192.168.10.15-37.140.238.33-59053-443-6,0.0
cat__Flow ID_192.168.10.15-37.140.238.33-58581-443-6,0.0
cat__Flow ID_192.168.10.15-37.140.238.33-58438-443-6,0.0
cat__Flow ID_192.168.10.15-35.190.130.78-58329-80-6,0.0
cat__Flow ID_192.168.10.15-34.200.171.129-58802-443-6,0.0
cat__Flow ID_192.168.10.15-34.252.214.195-58127-80-6,0.0
cat__Flow ID_192.168.10.15-34.252.214.195-58126-80-6,0.0
cat__Flow ID_192.168.10.15-34.227.128.119-58672-443-6,0.0
cat__Flow ID_192.168.10.15-34.227.128.119-58669-443-6,0.0
cat__Flow ID_192.168.10.15-34.205.199.254-58245-443-6,0.0
cat__Flow ID_192.168.10.15-34.202.69.17-59022-443-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58725-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58666-80-6,0.0
cat__Flow ID_192.168.10.15-23.208.147.112-58198-443-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58116-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58996-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58989-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58977-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58160-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58159-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58151-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58114-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58999-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58113-80-6,0.0
cat__Flow ID_192.168.10.15-23.211.130.2-58899-443-6,0.0
cat__Flow ID_192.168.10.15-23.208.79.80-58189-443-6,0.0
cat__Flow ID_192.168.10.15-23.208.216.16-59076-443-6,0.0
cat__Flow ID_192.168.10.15-23.208.164.192-58206-443-6,0.0
cat__Flow ID_192.168.10.15-23.208.164.192-58205-443-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-58997-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-59000-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58665-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58628-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58654-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58653-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58652-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58650-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58649-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58629-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58358-80-6,0.0
cat__Flow ID_192.168.10.15-23.5.251.27-59018-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58354-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58353-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58244-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58230-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58228-80-6,0.0
cat__Flow ID_192.168.10.15-23.52.155.27-58201-80-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-59044-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-58598-80-6,0.0
cat__Flow ID_192.168.10.14-221.122.127.143-58002-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.145.208-57868-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.145.74-57767-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.145.37-57836-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.145.248-57929-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.145.248-57928-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.145.248-57927-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.145.208-57869-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.145.128-57919-443-6,0.0
cat__Flow ID_192.168.10.14-54.245.89.129-57846-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.143.144-57932-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.143.124-57946-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.143.124-57945-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.140.94-57764-443-6,0.0
cat__Flow ID_192.168.10.14-52.55.225.127-57961-443-6,0.0
cat__Flow ID_192.168.10.14-52.55.225.127-57960-443-6,0.0
cat__Flow ID_192.168.10.14-52.84.145.74-57768-443-6,0.0
cat__Flow ID_192.168.10.14-64.4.54.254-57875-443-6,0.0
cat__Flow ID_192.168.10.14-52.32.174.154-57985-443-6,0.0
cat__Flow ID_192.168.10.14-72.21.91.29-57788-80-6,0.0
cat__Flow ID_192.168.10.14-75.98.9.196-57777-443-6,0.0
cat__Flow ID_192.168.10.14-75.98.9.196-57774-443-6,0.0
cat__Flow ID_192.168.10.14-75.98.9.196-57773-443-6,0.0
cat__Flow ID_192.168.10.14-75.98.9.196-57772-443-6,0.0
cat__Flow ID_192.168.10.14-72.21.91.29-57967-80-6,0.0
cat__Flow ID_192.168.10.14-72.21.91.29-57904-80-6,0.0
cat__Flow ID_192.168.10.14-72.21.91.29-57786-80-6,0.0
cat__Flow ID_192.168.10.14-64.4.54.254-57911-443-6,0.0
cat__Flow ID_192.168.10.14-69.172.216.56-57815-443-6,0.0
cat__Flow ID_192.168.10.14-69.172.216.56-57814-443-6,0.0
cat__Flow ID_192.168.10.14-69.172.216.56-57797-443-6,0.0
cat__Flow ID_192.168.10.14-69.172.216.111-57824-443-6,0.0
cat__Flow ID_192.168.10.14-69.172.216.111-57821-443-6,0.0
cat__Flow ID_192.168.10.14-68.67.180.44-57863-443-6,0.0
cat__Flow ID_192.168.10.14-52.35.101.212-57903-443-6,0.0
cat__Flow ID_192.168.10.14-52.1.184.32-57971-443-6,0.0
cat__Flow ID_192.168.10.15-104.16.206.165-58937-443-6,0.0
cat__Flow ID_192.168.10.14-23.36.34.30-57905-80-6,0.0
cat__Flow ID_192.168.10.14-23.4.59.27-57807-80-6,0.0
cat__Flow ID_192.168.10.14-23.4.59.27-57806-80-6,0.0
cat__Flow ID_192.168.10.14-23.4.59.27-57805-80-6,0.0
cat__Flow ID_192.168.10.14-23.4.59.27-57803-80-6,0.0
cat__Flow ID_192.168.10.14-23.4.59.27-57802-80-6,0.0
cat__Flow ID_192.168.10.14-23.4.59.27-57715-80-6,0.0
cat__Flow ID_192.168.10.14-23.21.78.116-57864-443-6,0.0
cat__Flow ID_192.168.10.14-23.4.59.27-57873-80-6,0.0
cat__Flow ID_192.168.10.14-23.111.11.211-58012-80-6,0.0
cat__Flow ID_192.168.10.14-23.111.11.211-58011-80-6,0.0
cat__Flow ID_192.168.10.14-23.111.11.211-58009-80-6,0.0
cat__Flow ID_192.168.10.14-221.122.127.38-58000-443-6,0.0
cat__Flow ID_192.168.10.14-221.122.127.143-58006-443-6,0.0
cat__Flow ID_192.168.10.14-221.122.127.143-58003-443-6,0.0
cat__Flow ID_192.168.10.14-23.4.59.27-57871-80-6,0.0
cat__Flow ID_192.168.10.14-23.4.59.27-57874-80-6,0.0
cat__Flow ID_192.168.10.14-50.63.243.230-57951-80-6,0.0
cat__Flow ID_192.168.10.14-31.13.80.2-57829-443-6,0.0
cat__Flow ID_192.168.10.14-50.63.243.230-57791-80-6,0.0
cat__Flow ID_192.168.10.14-50.116.194.23-57964-443-6,0.0
cat__Flow ID_192.168.10.14-5.196.119.250-57781-443-6,0.0
cat__Flow ID_192.168.10.14-5.196.119.249-57779-443-6,0.0
cat__Flow ID_192.168.10.14-5.196.119.249-57751-443-6,0.0
cat__Flow ID_192.168.10.14-34.224.245.1-57955-443-6,0.0
cat__Flow ID_192.168.10.14-31.13.80.2-57827-443-6,0.0
cat__Flow ID_192.168.10.14-23.53.113.190-58031-80-6,0.0
cat__Flow ID_192.168.10.14-23.60.139.27-57987-80-6,0.0
cat__Flow ID_192.168.10.14-23.60.139.27-57979-80-6,0.0
cat__Flow ID_192.168.10.14-23.60.139.27-57978-80-6,0.0
cat__Flow ID_192.168.10.14-23.60.139.27-57974-80-6,0.0
cat__Flow ID_192.168.10.14-23.60.139.27-57973-80-6,0.0
cat__Flow ID_192.168.10.14-23.60.139.27-57970-80-6,0.0
cat__Flow ID_192.168.10.14-75.98.9.196-57778-443-6,0.0
cat__Flow ID_192.168.10.15-104.16.250.39-58929-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-58567-443-6,0.0
cat__Flow ID_192.168.10.15-192.168.10.50-58050-21-6,0.0
cat__Flow ID_192.168.10.15-192.168.10.50-58928-22-6,0.0
cat__Flow ID_192.168.10.15-192.168.10.50-58927-22-6,0.0
cat__Flow ID_192.168.10.15-192.168.10.50-58379-17781-6,0.0
cat__Flow ID_192.168.10.15-192.168.10.50-58253-22-6,0.0
cat__Flow ID_192.168.10.15-192.168.10.50-58252-22-6,0.0
cat__Flow ID_192.168.10.15-192.168.10.50-58051-33698-6,0.0
cat__Flow ID_192.168.10.15-13.78.188.147-58186-443-6,0.0
cat__Flow ID_192.168.10.15-192.229.163.74-58272-80-6,0.0
cat__Flow ID_192.168.10.15-121.78.188.93-58035-443-6,0.0
cat__Flow ID_192.168.10.15-118.218.219.181-58030-80-6,0.0
cat__Flow ID_192.168.10.15-108.174.10.10-58285-443-6,0.0
cat__Flow ID_192.168.10.15-108.161.188.192-58584-443-6,0.0
cat__Flow ID_192.168.10.15-108.161.188.192-58444-443-6,0.0
cat__Flow ID_192.168.10.15-108.161.188.192-58443-443-6,0.0
cat__Flow ID_192.168.10.15-192.229.163.74-58271-80-6,0.0
cat__Flow ID_192.168.10.15-192.229.163.74-58273-80-6,0.0
cat__Flow ID_192.168.10.15-108.161.188.128-58644-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-58393-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-58564-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-58562-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-58560-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-58558-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-58409-80-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-58396-443-6,0.0
cat__Flow ID_192.168.10.15-195.142.107.70-58384-443-6,0.0
cat__Flow ID_192.168.10.15-192.229.163.74-58288-80-6,0.0
cat__Flow ID_192.168.10.15-192.99.233.197-58941-443-6,0.0
cat__Flow ID_192.168.10.15-192.40.37.146-58983-443-6,0.0
cat__Flow ID_192.168.10.15-192.243.232.58-58208-443-6,0.0
cat__Flow ID_192.168.10.15-192.243.232.58-58207-443-6,0.0
cat__Flow ID_192.168.10.15-192.229.163.74-58294-80-6,0.0
cat__Flow ID_192.168.10.15-192.229.163.74-58289-80-6,0.0
cat__Flow ID_192.168.10.15-108.161.188.128-58646-443-6,0.0
cat__Flow ID_192.168.10.15-108.161.188.128-58643-443-6,0.0
cat__Flow ID_192.168.10.15-104.16.250.39-58931-443-6,0.0
cat__Flow ID_192.168.10.15-104.19.196.102-58513-443-6,0.0
cat__Flow ID_192.168.10.15-104.244.43.48-58610-443-6,0.0
cat__Flow ID_192.168.10.15-104.20.16.99-58028-443-6,0.0
cat__Flow ID_192.168.10.15-104.20.16.99-58027-443-6,0.0
cat__Flow ID_192.168.10.15-104.20.16.99-58025-443-6,0.0
cat__Flow ID_192.168.10.15-104.20.16.99-58023-443-6,0.0
cat__Flow ID_192.168.10.15-104.20.1.134-58022-443-6,0.0
cat__Flow ID_192.168.10.15-104.19.196.102-58512-443-6,0.0
cat__Flow ID_192.168.10.15-104.244.43.80-58298-80-6,0.0
cat__Flow ID_192.168.10.15-104.16.251.39-58955-443-6,0.0
cat__Flow ID_192.168.10.15-104.16.251.39-58954-443-6,0.0
cat__Flow ID_192.168.10.15-104.16.251.39-58953-443-6,0.0
cat__Flow ID_192.168.10.15-104.16.251.39-58945-443-6,0.0
cat__Flow ID_192.168.10.15-104.16.251.39-58938-443-6,0.0
cat__Flow ID_192.168.10.15-104.16.250.39-58932-443-6,0.0
cat__Flow ID_192.168.10.15-104.244.43.48-59071-443-6,0.0
cat__Flow ID_192.168.10.15-104.72.154.233-58980-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.83.106-58803-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.139.173-58798-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.71.5-58719-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.71.5-58716-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.71.5-58710-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.71.5-58709-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.139.37-59011-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.139.173-58922-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.139.173-58763-443-6,0.0
cat__Flow ID_192.168.10.15-104.85.11.111-58735-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.127.199-58472-443-6,0.0
cat__Flow ID_192.168.10.15-104.97.114.112-58182-80-6,0.0
cat__Flow ID_192.168.10.15-104.97.114.112-58181-80-6,0.0
cat__Flow ID_192.168.10.15-104.88.89.135-59067-443-6,0.0
cat__Flow ID_192.168.10.15-104.88.35.145-58702-443-6,0.0
cat__Flow ID_192.168.10.15-104.87.80.164-58626-443-6,0.0
cat__Flow ID_173.241.254.199-192.168.10.15-443-58738-6,0.0
cat__Flow ID_172.217.12.131-192.168.10.15-443-58526-6,0.0
cat__Flow ID_173.241.242.220-192.168.10.9-443-9138-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59590-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59597-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59596-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59595-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59594-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59593-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59591-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59589-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59601-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59587-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59585-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59584-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59582-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59580-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59579-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59598-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59603-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59577-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59617-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59625-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59624-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59623-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59621-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59619-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59618-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59616-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59604-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59611-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59609-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59608-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59607-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59606-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59605-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59578-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59576-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59629-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59531-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59540-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59539-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59537-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59536-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59534-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59533-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59529-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59543-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59528-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59525-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59524-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59523-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59521-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59518-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59542-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59547-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59575-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59563-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59574-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59573-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59568-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59567-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59565-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59564-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59562-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59548-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59560-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59557-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59556-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59553-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59552-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59551-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59628-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59631-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59779-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59734-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59745-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59742-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59741-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59739-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59737-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59736-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59732-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59748-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59728-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59727-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59726-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59725-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59724-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59723-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59747-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59749-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59717-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59768-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59775-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59774-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59773-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59771-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59770-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59769-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59765-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59750-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59764-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59763-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59762-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59758-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59754-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59752-80-6,0.0
cat__Flow ID_172.16.0.1-192.168.10.50-59719-80-6,0.0
